"ID","Plink_F_value","GenABEL_F_value","Plink_with_X_F_value","Freq_F_value","Freq_rsIDs_F_value"
"20160419_WHS001_027",-0.02748,-0.0176313742083706,-0.01784,-0.01785,-0.0171
"20160531_PDR001_003",-0.02748,-0.0273174872375967,-0.02753,-0.02754,-0.0306
"20160614_AHT001_005",-0.02748,-0.0207430445705109,-0.02096,-0.02096,-0.02038
"20160627_WKS001_012",-0.02748,-0.0245516759115438,-0.02477,-0.02477,-0.02951
"20160627_WKS001_024",-0.02748,-0.0221279418216657,-0.02234,-0.02235,-0.02002
"20160726_MAY001_298",-0.02748,0.0138607079030974,0.01366,0.01365,0.0154
"20161116_TVR001_011",-0.02748,-0.0242053875284793,-0.02442,-0.02442,-0.0233
"20170214_MPY001_001",-0.02748,-0.0252391321108288,-0.02545,-0.02546,-0.0233
"20170503_OPS001_133",-0.02748,0.0180092230741326,0.0178,0.0178,0.01248
"20170823_GEN001_011",-0.02748,-0.0356233967846169,-0.03584,-0.03584,-0.04338
"20171011_WCW001_023",-0.02748,0.0162817761350477,0.01608,0.01607,0.01467
"20190103_OCS001_368",-0.02748,-0.00828517902696898,-0.008495,-0.008502,-0.006508
"20190416_BRW001_002",-0.02748,0.0186972254166179,0.01849,0.01849,0.01759
"20200813_GDN001_1057",-0.02736,-0.0375784484575083,-0.03779,-0.03779,-0.04156
"20180522_JER001_038",-0.02735,0.0188402516376133,0.01864,0.01863,0.01795
"20191216_LIP001_642",-0.02735,-0.0278800837955269,-0.02809,-0.0281,-0.03243
"20191216_MRG001_007",-0.02735,0.0188364908780685,0.01863,0.01863,0.0154
"20200123_OCS001_237",-0.02735,0.018836734737975,0.01863,0.01863,0.01686
"20200716_GHF001_008",-0.02735,-0.0268427032767079,-0.02706,-0.02706,-0.02878
"20210121_PCR001_020",-0.02735,0.0188361999884142,0.01863,0.01863,0.02087
"20210408_LLS001_135",-0.02735,0.0188375445468927,0.01863,0.01863,0.01649
"20210422_OCS001_476",-0.02735,-0.0206194819071132,-0.02083,-0.02083,-0.02038
"20220331_HIN001_027",-0.02735,0.0184905776105029,0.01829,0.01828,0.00992
"20220526_BWS001_103",-0.02735,-0.0337715321588925,-0.03399,-0.03399,-0.03571
"20220714_DOB001_319",-0.02735,0.0188377380101484,0.01863,0.01863,0.01576
"20210729_BDS001_348",-0.02733,0.0204233642945168,0.02022,0.02022,0.01824
"20100101_AK4",-0.02713,-0.0266338698801382,-0.02685,-0.02685,-0.02951
"20170503_DEH001_002",-0.02713,0.018344965427061,0.01814,0.01815,0.01649
"20170710_GDN001_874",-0.02713,-0.0231753342270861,-0.02339,-0.02338,-0.02841
"20170814_JDF001_247",-0.02713,0.0183495831768337,0.01814,0.01815,0.01576
"20171024_GBR001_001",-0.02713,0.0176605582807058,0.01746,0.01745,0.02416
"20140926_GDN001_079",-0.02712,0.0187022665292434,0.0185,0.01849,0.01394
"20141205_RTS001-046",-0.02712,0.0190453880090103,0.01884,0.01884,0.01576
"20141219_REF001_025",-0.02712,0.019047354835926,0.01884,0.01884,0.01868
"20141219_REF001_026",-0.02712,-0.0238558537089039,-0.02407,-0.02408,-0.02111
"20150908_WTD001_035",-0.02712,0.0180060195693054,0.0178,0.0178,0.01029
"20160202_JSB001_888",-0.02712,0.018357522054713,0.01815,0.01815,0.01832
"20160419_AXC001_025",-0.02712,0.0159370201960251,0.01573,0.01572,0.01211
"20160426_WDS001_060",-0.02712,-0.0307791766362779,-0.03099,-0.031,-0.03827
"20160726_WKS001_055",-0.02712,-0.0172803431494822,-0.01749,-0.0175,-0.01965
"20160928_TAR001_033",-0.02712,0.0176644403270316,0.01746,0.01745,0.01175
"20160928_TAR001_045",-0.02712,-0.0366601111779155,-0.03688,-0.03688,-0.03681
"20161219_BDS001_178",-0.02712,0.016622708300994,0.01642,0.01642,0.01467
"20170404_JHD001_036",-0.02712,0.0180059340348531,0.0178,0.0178,0.01321
"20170411_TZI001_461",-0.02712,-0.0266230367702069,-0.02684,-0.02685,-0.02659
"20170530_DOB001_045",-0.02712,0.0145519426657335,0.01435,0.01434,0.01029
"20170801_JDN001_001",-0.02712,-0.032505747144809,-0.03272,-0.03273,-0.03243
"20170814_CUM001_027",-0.02712,-0.0217858947682436,-0.022,-0.022,-0.02221
"20180803_CQT001_011",-0.02712,0.0187017200246258,0.0185,0.01849,0.01832
"20190502_JSB001_1482",-0.02712,0.0190459866908403,0.01884,0.01884,0.01905
"20190509_GSB001_005",-0.02712,-0.0235157689554748,-0.02373,-0.02373,-0.02294
"20170404_JHD001_018",-0.02711,-0.0280048415850133,-0.02822,-0.02823,-0.03024
"20181025_KMN001_076",-0.02703,0.0191288959283896,0.01892,0.01884,0.01686
"20190926_JSB001_1279",-0.02699,0.0191803647116281,0.01898,0.01898,0.01576
"20191209_LIP001_388",-0.02699,-0.0258129089310313,-0.02603,-0.02603,-0.02294
"20191209_LIP001_444",-0.02699,-0.0310033929531783,-0.03122,-0.03122,-0.03243
"20191209_LIP001_587",-0.02699,0.0191782630016232,0.01897,0.01898,0.01357
"20200130_WHS001_350",-0.02699,-0.0220040660080292,-0.02222,-0.02222,-0.02111
"20200305_LIP001_696",-0.02699,-0.0223510426946798,-0.02256,-0.02256,-0.02075
"20200702_DOB001_173",-0.02699,0.0191828084784317,0.01898,0.01898,0.01795
"20200917_BLS001_444",-0.02699,0.0191840688236849,0.01898,0.01898,0.01978
"20200917_GDU001_231",-0.02699,0.0188326661968591,0.01863,0.01863,0.02014
"20210311_SSS001_005",-0.02699,-0.0164685501837408,-0.01668,-0.01668,-0.01125
"20210408_AVH001_001",-0.02699,-0.0275389480696922,-0.02775,-0.02776,-0.02768
"20220513_HIN001_034",-0.02699,-0.0320380299252528,-0.03225,-0.03226,-0.04046
"20210403_WM001_069",-0.02698,0.0188421486033243,0.01864,0.01863,0.01649
"20140926_GDN001_149",-0.02677,0.0193861268599455,0.01918,0.01918,0.02598
"20141209_EPH001_009",-0.02677,-0.0204067242352716,-0.02062,-0.02062,-0.02221
"20150318_WDS001_142",-0.02677,0.019385722759877,0.01918,0.01918,0.01905
"20150318_CRF001_050",-0.02676,0.0193910723669257,0.01919,0.01918,0.007365
"20150721_DAY001_1239",-0.02676,-0.0276698255532455,-0.02788,-0.02788,-0.0306
"20150723_SHS001_143_C02",-0.02676,-0.0276662807916542,-0.02788,-0.02788,-0.02732
"20160308_JSB001_1084",-0.02676,0.0131620390923405,0.01296,0.01296,0.01175
"20160510_AXC001_026_DUP",-0.02676,0.0152398803919644,0.01503,0.01503,0.0154
"20160614_LNF001_007",-0.02676,-0.0255926822446676,-0.02581,-0.02581,-0.02549
"20160627_HNC001_003",-0.02676,-0.0245508257397372,-0.02476,-0.02477,-0.02659
"20160829_MAY001_319",-0.02676,0.0152372019282893,0.01503,0.01503,0.007365
"20170306_TYR001_080",-0.02676,-0.0370062314789844,-0.03722,-0.03723,-0.03827
"20170411_MCF001_003",-0.02676,-0.0287041518399843,-0.02892,-0.02892,-0.02695
"20170503_TZI001_479",-0.02676,-0.0273206979749329,-0.02753,-0.02754,-0.03243
"20170710_KWB001_044",-0.02676,-0.0249004158456537,-0.02511,-0.02511,-0.02841
"20170801_KLA001_240",-0.02676,-0.0186748654478905,-0.01889,-0.01889,-0.01673
"20171212_POS001_063",-0.02676,0.0183563843375015,0.01815,0.01815,0.01175
"20180102_SGF001_001",-0.02676,-0.022476048042583,-0.02269,-0.02269,-0.02403
"20180629_OCS001_157",-0.02676,0.0193909672117019,0.01919,0.01918,0.0143
"20150708_DRK001_208",-0.02675,0.0194009723493224,0.0192,0.01918,0.01576
"20160105_CHC001_039",-0.02675,0.0142081220964098,0.014,0.01399,0.01613
"20170118_TZI001_166",-0.02675,0.0187083571782965,0.0185,0.01849,0.02379
"20180117_WTB001_067",-0.02675,0.0166309811538996,0.01643,0.01642,0.01576
"20181213_OCS001_334",-0.02675,0.0193966197120403,0.01919,0.01918,0.01795
"20160405_UCD001_048",-0.02668,-0.0230943382920008,-0.02331,-0.02338,-0.02878
"20190613_JBN001_011",-0.02663,0.0195286809642191,0.01932,0.01932,0.0227
"20200227_OCS001_264",-0.02663,-0.0271944731604501,-0.02741,-0.02741,-0.02914
"20200528_MLE001_004",-0.02663,0.0195257771074711,0.01932,0.01932,0.02379
"20200730_OCS001_555",-0.02663,-0.0202740401303438,-0.02049,-0.02049,-0.0171
"20201217_AWN001_032",-0.02663,-0.0195802958421283,-0.01979,-0.01979,-0.01746
"20210204_DOB001_224",-0.02663,-0.0244242675917819,-0.02464,-0.02464,-0.02768
"20220310_LLS001_225",-0.02663,-0.0147398895105356,-0.01495,-0.01495,-0.01673
"20220331_LIP001_1016",-0.02663,-0.0244236814681457,-0.02464,-0.02464,-0.03024
"20140926_GDN001_054",-0.0264,-0.0266293134346239,-0.02684,-0.02685,-0.02768
"20140926_GDN001_225",-0.0264,0.0197357643893326,0.01953,0.01953,0.02489
"20140926_GDN001_341",-0.0264,-0.0165944576265208,-0.01681,-0.01681,-0.0171
"20150210_SET001_036",-0.0264,-0.0200555251072679,-0.02027,-0.02027,-0.02038
"20160223_DRK001_252",-0.0264,-0.0408110131295654,-0.04103,-0.04103,-0.04703
"20160301_DRK001_315",-0.0264,-0.0273183320217155,-0.02753,-0.02754,-0.0233
"20160419_WHS001_061",-0.0264,-0.0304327861243409,-0.03065,-0.03065,-0.03352
"20160822_GDN001_1210",-0.0264,0.0152386376796849,0.01503,0.01503,0.009555
"20161116_TGE001_029",-0.0264,0.0190420124583095,0.01884,0.01884,0.02197
"20170306_TYR001_079",-0.0264,-0.0293963134092133,-0.02961,-0.02961,-0.02987
"20170620_WHS001_175",-0.0264,-0.00828894019397227,-0.008499,-0.008502,-0.009794
"20170801_KLA001_258",-0.0264,-0.0276649232160417,-0.02788,-0.02788,-0.02951
"20170919_JWR001_009",-0.0264,-0.0311256927426067,-0.03134,-0.03134,-0.03316
"20171101_GDN001_1286",-0.0264,-0.0266290947834646,-0.02684,-0.02685,-0.02768
"20180207_SAM001_081",-0.0264,-0.0152090670320198,-0.01542,-0.01542,-0.01454
"20180608_WHS001_240",-0.0264,-0.0297428531691624,-0.02996,-0.02996,-0.03462
"20180614_WHS001_252",-0.0264,0.0197357961151198,0.01953,0.01953,0.01576
"20180626_OPS001_169",-0.0264,0.0197342677884481,0.01953,0.01953,0.01686
"20190416_BRW001_012",-0.0264,0.0197339329630336,0.01953,0.01953,0.01941
"20190509_GSB001_001",-0.0264,0.0193888742388371,0.01918,0.01918,0.01503
"20160301_TYR001_066",-0.02639,0.0183565384920069,0.01815,0.01815,0.01065
"20160412_SIF001_032",-0.02639,-0.0300841356816414,-0.0303,-0.03031,-0.03243
"20160412_VIS001_119",-0.02639,-0.0193564172922717,-0.01957,-0.01958,-0.01746
"20160829_SES001_023",-0.02639,-0.0169332371011958,-0.01715,-0.01715,-0.01637
"20170710_KLA001_231",-0.02639,0.017664218399092,0.01746,0.01745,0.01795
"20181108_OCS001_250",-0.02639,-0.0259333618713574,-0.02615,-0.02615,-0.02075
"20190815_DAY001_1141",-0.02627,0.0198725039049713,0.01967,0.01967,0.01394
"20210311_JDF001_168",-0.02627,-0.0143979179520902,-0.01461,-0.0146,-0.01125
"20220310_LLS001_209",-0.02627,0.0198711130425226,0.01967,0.01967,0.01102
"20191209_LIP001_566",-0.02626,-0.0268397132021744,-0.02705,-0.02706,-0.03097
"20191216_LIP001_631",-0.02626,0.0198747551074712,0.01967,0.01967,0.01321
"20200604_OCS001_428",-0.02626,0.0198771052444686,0.01967,0.01967,0.01941
"20201210_AWN001_022",-0.02626,-0.0247706684080364,-0.02498,-0.02499,-0.02659
"20210422_LLS001_145",-0.02626,-0.0292637470435981,-0.02948,-0.02949,-0.0306
"20210701_LIP001_941",-0.02625,0.0195380213160027,0.01933,0.01932,0.01321
"20140926_GDN001_082",-0.02604,0.0197327548848932,0.01953,0.01953,0.02233
"20140926_GDN001_167",-0.02604,0.0200795515939002,0.01988,0.01988,0.02343
"20140926_GDN001_299",-0.02604,0.0200856167367338,0.01988,0.01988,0.0227
"20141219_KOS001_023",-0.02604,-0.0224795372554186,-0.02269,-0.02269,-0.02111
"20150721_DAY001_1255",-0.02604,-0.0186713457760636,-0.01888,-0.01889,-0.02367
"20151208_RVN001_015",-0.02604,0.0193877818991832,0.01918,0.01918,0.01905
"20160817_GDN001_1111",-0.02604,0.00763011931246939,0.007423,0.007418,0.005174
"20161116_JSB001_1235",-0.02604,-0.0276672961692643,-0.02788,-0.02788,-0.0379
"20170710_KLA001_220",-0.02604,0.0173180130879398,0.01711,0.01711,0.01759
"20180207_CMN001_002",-0.02604,0.0148936252971743,0.01469,0.01469,0.01795
"20190207_TGE001_052",-0.02604,0.0200814208131642,0.01988,0.01988,0.02379
"20100101_GF01",-0.02603,0.020086266754897,0.01988,0.01988,0.01576
"20140926_GDN001_222",-0.02603,0.02008333464084,0.01988,0.01988,0.01941
"20141219_SEG001_106",-0.02603,0.0200918668982944,0.01989,0.01988,0.01686
"20160223_DRK001_251",-0.02603,0.0193929147560013,0.01919,0.01918,0.01503
"20160314_HCK001_092",-0.02603,-0.0269723576594119,-0.02719,-0.02719,-0.02878
"20160405_SVF001_016",-0.02603,-0.0200460772605479,-0.02026,-0.02027,-0.01673
"20160419_AXC001_015",-0.02603,-0.0328484618671864,-0.03306,-0.03307,-0.03389
"20160614_AHT001_003",-0.02603,0.0183603880700764,0.01816,0.01815,0.02343
"20160627_BAR001_036",-0.02603,0.0142039939072297,0.014,0.01399,0.0154
"20160627_WKS001_018",-0.02603,-0.0255825777592281,-0.0258,-0.02581,-0.02695
"20160627_WKS001_027",-0.02603,-0.0235119670735826,-0.02373,-0.02373,-0.01929
"20170411_MAY001_478",-0.02603,0.0193926317364581,0.01919,0.01918,0.01175
"20170530_TZI001_574",-0.02603,-0.0359617533708652,-0.03618,-0.03619,-0.03243
"20170620_DAY001_1065",-0.02603,-0.0266219985190097,-0.02684,-0.02685,-0.03133
"20170801_OCS001_016",-0.02603,-0.0172792139848556,-0.01749,-0.0175,-0.01965
"20170801_OCS001_044",-0.02603,-0.0152071316696392,-0.01542,-0.01542,-0.0171
"20180117_KBG001_015",-0.02603,-0.0276603556385758,-0.02787,-0.02788,-0.03097
"20180117_WHS001_201",-0.02603,-0.0331963704676282,-0.03341,-0.03342,-0.03827
"20180207_PSR001_001",-0.02603,-0.0262743637064165,-0.02649,-0.0265,-0.02549
"20180221_CWN001_013",-0.02603,0.0152421207214766,0.01504,0.01503,0.0154
"20181108_OCS001_247",-0.02603,-0.0290472788870366,-0.02926,-0.02927,-0.03462
"20190103_MLT001_001",-0.02603,0.0200865011398485,0.01988,0.01988,0.02051
"20160216_H29",-0.02596,-0.0262034672649055,-0.02642,-0.0265,-0.03316
"20160405_UCD001_037",-0.02596,-0.0289741490983201,-0.02919,-0.02927,-0.02951
"20160216_Z05",-0.02595,0.0156637490650396,0.01546,0.01538,0.01211
"20161130_CMP001_001",-0.02595,0.0146269106322838,0.01442,0.01434,0.00919
"20191216_LIP001_650",-0.02591,-0.0233932812648306,-0.02361,-0.0236,-0.0233
"20220413_LLS001_231",-0.02591,0.0202169379607308,0.02001,0.02001,0.01686
"20220512_CMR001_297",-0.02591,-0.0185464703863755,-0.01876,-0.01876,-0.02002
"20200305_LIP001_695",-0.0259,0.0202209702397305,0.02002,0.02001,0.01795
"20201210_AWN001_026",-0.0259,0.0202182332999114,0.02001,0.02001,0.02014
"20201217_OAK001_159",-0.0259,0.0202260128125354,0.02002,0.02001,0.01138
"20210426_LIP001_814",-0.0259,-0.0199272023637422,-0.02014,-0.02014,-0.03024
"20141117_LDQ001_023",-0.02568,0.0204256233166555,0.02022,0.02022,0.01941
"20150210_RTP001_025",-0.02568,0.0204278999076327,0.02022,0.02022,0.02051
"20150216_GGI001_022",-0.02568,-0.0262874732773355,-0.0265,-0.0265,-0.03316
"20170214_CUM001_082",-0.02568,-0.0318250922138623,-0.03204,-0.03204,-0.03243
"20181108_DHS001_013",-0.02568,-0.0262881210012854,-0.0265,-0.0265,-0.02622
"20100101_465_M",-0.02567,0.0200879460320579,0.01988,0.01988,0.01832
"20100101_JMO4",-0.02567,-0.0207435117394029,-0.02096,-0.02096,-0.0244
"20150708_DRK001_145",-0.02567,0.0200844452510638,0.01988,0.01988,0.01941
"20151208_RVN001_014",-0.02567,0.0193930651478773,0.01919,0.01918,0.02014
"20151214_CMG001_012",-0.02567,-0.0152088782169682,-0.01542,-0.01542,-0.01308
"20160223_DRK001_289",-0.02567,0.0197393122513276,0.01953,0.01953,0.02306
"20160223_JJE001_008",-0.02567,-0.0349310273733963,-0.03515,-0.03515,-0.03498
"20160301_JSB001_1065",-0.02567,0.0197417966465022,0.01954,0.01953,0.02087
"20160412_SIF001_025",-0.02567,-0.0190148973728398,-0.01923,-0.01923,-0.016
"20160503_PKF001_013",-0.02567,0.0142083571299157,0.014,0.01399,0.01357
"20160531_RTS001_021",-0.02567,0.0176604918865712,0.01746,0.01745,0.0154
"20160627_BAR001_012",-0.02567,0.0148961505392477,0.01469,0.01469,0.01065
"20160817_WCW001_014",-0.02567,-0.0224758198917401,-0.02269,-0.02269,-0.02367
"20170118_TZI001_026",-0.02567,0.0197427924777269,0.01954,0.01953,0.02525
"20170214_FHG001_010",-0.02567,-0.0155580236621092,-0.01577,-0.01577,-0.02002
"20170222_MDS001_054",-0.02567,-0.0238593171134933,-0.02407,-0.02408,-0.02987
"20170919_JWR001_011",-0.02567,0.0197402485598905,0.01954,0.01953,0.02051
"20171212_MAY001_463",-0.02567,-0.0325063894036638,-0.03272,-0.03273,-0.03644
"20171212_MJR001_250",-0.02567,-0.0266250487267448,-0.02684,-0.02685,-0.02513
"20171212_MJR001_280",-0.02567,-0.0210881840959293,-0.0213,-0.02131,-0.01783
"20180608_WHS001_234",-0.02567,-0.0079438820114839,-0.008154,-0.008156,-0.009429
"20180720_WTB001_092",-0.02567,0.0204273212432174,0.02022,0.02022,0.0154
"20190321_CEH001_009",-0.02567,-0.0297373056423267,-0.02995,-0.02996,-0.03462
"20160329_MLH001_003",-0.02566,-0.0224668285067241,-0.02268,-0.02269,-0.0233
"20141007_ALR001_012",-0.0256,-0.0244767413293601,-0.02469,-0.02477,-0.03425
"20210225_JSB001_1755",-0.02555,0.0205576136467116,0.02035,0.02036,0.0227
"20190926_JSB001_1277",-0.02554,-0.0285808938914098,-0.0288,-0.02879,-0.02805
"20191209_LIP001_586",-0.02554,-0.020961584032029,-0.02117,-0.02118,-0.0233
"20201001_LIP001_853",-0.02554,-0.0202741122508849,-0.02049,-0.02049,-0.02549
"20210325_AWN001_070",-0.02554,0.0202207512302584,0.02002,0.02001,0.02525
"20210408_GDN001_1509",-0.02554,-0.0116238898113583,-0.01183,-0.01183,-0.01454
"20210826_DOB001_255",-0.02554,0.0205634580742374,0.02036,0.02036,0.01503
"20210916_MKR001_124",-0.02554,0.020221980147432,0.02002,0.02001,0.0143
"20220324_KKW001_002",-0.02554,0.0205644179293498,0.02036,0.02036,0.01795
"20180823_SSS001_028",-0.02553,-0.0271883567978102,-0.0274,-0.02741,-0.03024
"20200106_DOB001_142",-0.02553,0.0205751861929022,0.02037,0.02036,0.02343
"20200414_LIP001_762",-0.02553,0.0205742347163061,0.02037,0.02036,0.01905
"20141219_KOS001_022",-0.02532,0.0207724843910226,0.02057,0.02057,0.01832
"20150708_DRK001_183",-0.02532,-0.0172912956345952,-0.0175,-0.0175,-0.02184
"20160426_WHS001_086",-0.02532,0.0145399111053681,0.01433,0.01434,0.01795
"20180315_OCS001_066",-0.02532,-0.0252486590897056,-0.02546,-0.02546,-0.02367
"20180927_JFI001_062",-0.02532,-0.0221368172966788,-0.02235,-0.02235,-0.02513
"20100101_JSB129",-0.02531,0.0207727735995166,0.02057,0.02057,0.0216
"20150929_JSB001_1126",-0.02531,0.0173133991509703,0.01711,0.01711,0.02343
"20151013_WBD001_006",-0.02531,-0.0131338102633615,-0.01335,-0.01335,-0.01198
"20151117_MJR001_180",-0.02531,-0.0290454405494933,-0.02926,-0.02927,-0.02659
"20160412_VIS001_102",-0.02531,-0.0276632417062518,-0.02788,-0.02788,-0.02221
"20160503_CRF001_026",-0.02531,-0.0221293078916093,-0.02234,-0.02235,-0.02549
"20160517_MKC001_014",-0.02531,-0.0134799721093175,-0.01369,-0.01369,-0.008698
"20160803_WKS001_197",-0.02531,-0.0172805915225713,-0.01749,-0.0175,-0.02184
"20160817_WTB001_058",-0.02531,-0.0114055572567152,-0.01162,-0.01162,-0.01563
"20170222_FHG001_046",-0.02531,-0.0124367234449735,-0.01265,-0.01266,-0.01162
"20170306_MDS001_063",-0.02531,0.0197408844705388,0.01954,0.01953,0.01941
"20170912_JDF001_284",-0.02531,-0.0231727840901161,-0.02339,-0.02338,-0.02695
"20180102_MAY001_550",-0.02531,-0.0332031938445307,-0.03342,-0.03342,-0.03498
"20190117_GDN001_1430",-0.02531,-0.0131368732810276,-0.01335,-0.01335,-0.0171
"20160706_MAY001_098",-0.0253,0.0183603963559854,0.01816,0.01815,0.01941
"20170118_TZI001_407",-0.0253,-0.0318058692275638,-0.03202,-0.03204,-0.03498
"20170503_TZI001_512",-0.0253,-0.0252381845749221,-0.02545,-0.02546,-0.0244
"20170620_SIF001_173",-0.0253,0.0204350405298043,0.02023,0.02022,0.02525
"20160216_C28",-0.02523,-0.0213564607570687,-0.02157,-0.02165,-0.02549
"20180509_HNT001_004",-0.02518,0.0209094426122586,0.02071,0.02071,0.02124
"20191209_LIP001_391",-0.02518,-0.0137003390767562,-0.01391,-0.01391,-0.01454
"20200106_OCS001_139",-0.02518,-0.0188895319338,-0.0191,-0.0191,-0.02257
"20200716_RRB001_002",-0.02518,0.0209130867420113,0.02071,0.02071,0.02197
"20210403_RRS001_008",-0.02518,-0.0143883024575091,-0.0146,-0.0146,-0.01344
"20191209_LIP001_498",-0.02517,0.020916277003838,0.02071,0.02071,0.02051
"20210513_OCS001_537",-0.02517,0.020923494600891,0.02072,0.02071,0.01503
"20220324_MLH001_004",-0.02517,-0.0403397907214375,-0.04056,-0.04056,-0.04156
"20170222_MDS001_006",-0.02496,0.020767495668653,0.02056,0.02057,0.01467
"20170306_MAY001_424",-0.02496,0.0200760256139261,0.01987,0.01988,0.01211
"20170530_MAY001_531",-0.02496,-0.0214449848533823,-0.02166,-0.02165,-0.02476
"20140926_GDN001_295",-0.02495,0.021118749585016,0.02091,0.02092,0.02051
"20141205_HES001_020",-0.02495,-0.01936617445336,-0.01958,-0.01958,-0.01856
"20150413_HIL001_018",-0.02495,-0.0204073130685355,-0.02062,-0.02062,-0.01965
"20150421_TYR001_007",-0.02495,-0.0248965253762836,-0.02511,-0.02511,-0.03097
"20160105_MOO001_097",-0.02495,-0.0259349524860517,-0.02615,-0.02615,-0.02403
"20160405_JSB001_811_DUP",-0.02495,0.0169642126042635,0.01676,0.01676,0.0154
"20160426_WHS001_085",-0.02495,-0.0148701211695523,-0.01508,-0.01508,-0.0149
"20160510_RTS001_012",-0.02495,0.0152385606314463,0.01503,0.01503,0.0143
"20160517_THB001_003",-0.02495,-0.0190140103680178,-0.01923,-0.01923,-0.02111
"20160517_YTB001_005",-0.02495,0.0162786971807692,0.01607,0.01607,0.01284
"20160712_MAY001_286",-0.02495,0.0159315849572193,0.01573,0.01572,0.009555
"20160822_GDN001_1201",-0.02495,-0.0297467922251346,-0.02996,-0.02996,-0.03535
"20160913_WKS001_211",-0.02495,-0.0287039552059526,-0.02892,-0.02892,-0.03206
"20170222_MDS001_022",-0.02495,0.0204299739469194,0.02023,0.02022,0.02014
"20170503_BWS001_055",-0.02495,0.0148910661585601,0.01469,0.01469,0.01832
"20171011_MGF001_013",-0.02495,-0.0266259111838111,-0.02684,-0.02685,-0.02476
"20140926_GDN001_337",-0.02494,0.0211257027402094,0.02092,0.02092,0.01503
"20150209_RTS001_071",-0.02494,0.0211246164667268,0.02092,0.02092,0.01467
"20160412_SIF001_028",-0.02494,-0.0335442197585044,-0.03376,-0.03377,-0.03425
"20160503_CRF001_031",-0.02494,-0.0169347056855062,-0.01715,-0.01715,-0.01892
"20160503_PKF001_028",-0.02494,-0.0262761922087558,-0.02649,-0.0265,-0.02111
"20160517_SET001_005",-0.02494,0.016283028995421,0.01608,0.01607,0.02379
"20160609_MAY001_052",-0.02494,0.0190563448835733,0.01885,0.01884,0.01905
"20160829_DOB001_018",-0.02494,0.0152478412269198,0.01504,0.01503,0.01905
"20170411_JWR001_007",-0.02494,0.0197441255149682,0.01954,0.01953,0.02306
"20160405_UCD001_023",-0.02487,-0.0203223116132993,-0.02054,-0.02062,-0.02951
"20190704_OPS001_194",-0.02482,-0.0271963802759422,-0.02741,-0.02741,-0.02622
"20190905_JFI001_121",-0.02482,-0.0244326103138391,-0.02465,-0.02464,-0.02768
"20200903_OCS001_332",-0.02482,0.0212544348603201,0.02105,0.02105,0.01503
"20210107_KBR001_008",-0.02482,0.0209059278280891,0.0207,0.02071,0.01759
"20210426_LIP001_856",-0.02482,-0.018200052398563,-0.01841,-0.01841,-0.02367
"20220303_GDA001_034",-0.02482,-0.0171601799887352,-0.01737,-0.01737,-0.02111
"20220707_CMR001_329",-0.02482,0.0212549296290081,0.02105,0.02105,0.01613
"20191209_LIP001_402",-0.02481,0.0212617921472816,0.02106,0.02105,0.01759
"20200213_LLS001_018",-0.02481,-0.0258039555239774,-0.02602,-0.02603,-0.02878
"20200716_OCS001_191",-0.02481,0.0212580495324949,0.02105,0.02105,0.02087
"20140926_GDN001_186",-0.02459,0.0214671526885535,0.02126,0.02126,0.01722
"20140926_GDN001_261",-0.02459,-0.0304351044127055,-0.03065,-0.03065,-0.03498
"20141205_DAY001_511",-0.02459,0.0214684218897738,0.02126,0.02126,0.0216
"20150210_RTP001_023",-0.02459,0.0214609292645706,0.02126,0.02126,0.01941
"20150318_KOS001_037",-0.02459,-0.0210959793376891,-0.02131,-0.02131,-0.01965
"20160223_DRK001_245",-0.02459,0.0204268042605634,0.02022,0.02022,0.02087
"20160322_WDS001_004",-0.02459,-0.0148673915293578,-0.01508,-0.01508,-0.01417
"20160503_PKF001_008",-0.02459,0.0166238367866473,0.01642,0.01642,0.02197
"20160712_MAY001_213",-0.02459,-0.0273210456564578,-0.02754,-0.02754,-0.03133
"20160928_TAR001_024",-0.02459,-0.018669698289551,-0.01888,-0.01889,-0.02184
"20170214_CUM001_080",-0.02459,-0.0210935605882685,-0.02131,-0.02131,-0.02038
"20170306_MDS001_077",-0.02459,-0.0238613132637938,-0.02407,-0.02408,-0.02841
"20190117_WHS001_293",-0.02459,0.0214661307762924,0.02126,0.02126,0.01832
"20190117_WHS001_300",-0.02459,-0.0259406695272065,-0.02615,-0.02615,-0.02914
"20190124_DRK001_421",-0.02459,-0.0290519284947032,-0.02927,-0.02927,-0.0306
"20141209_RLD001_002",-0.02458,-0.0297401785500654,-0.02995,-0.02996,-0.02987
"20150216_SET001_048",-0.02458,-0.0152082138592295,-0.01542,-0.01542,-0.02257
"20160301_JSB001_1063",-0.02458,0.0197400411715793,0.01954,0.01953,0.0216
"20160322_WCW001_007",-0.02458,-0.0120901466290479,-0.0123,-0.01231,-0.01344
"20160426_WDS001_033",-0.02458,-0.0169355400477163,-0.01715,-0.01715,-0.02221
"20160531_GWF001_005",-0.02458,0.0159388373924841,0.01573,0.01572,0.01722
"20160531_RTS001_025",-0.02458,-0.0262769508040419,-0.02649,-0.0265,-0.03133
"20160706_MAY001_110",-0.02458,0.0180123747859346,0.01781,0.0178,0.02051
"20160706_MAY001_135",-0.02458,0.0180121983410731,0.01781,0.0178,0.01467
"20170118_GEC001_022",-0.02458,-0.0290420736950674,-0.02926,-0.02927,-0.02622
