"ID","Plink_F_value","GenABEL_F_value","Plink_with_X_F_value","Freq_F_value","Freq_rsIDs_F_value"
"20191107_JSB001_1376",0.06033,0.0513590781938416,0.05116,0.05117,0.04862
"20200326_GDU001_369",0.06033,0.10258163351436,0.1024,0.1024,0.1001
"20210211_AQF001_006",0.06033,0.102576508852712,0.1024,0.1024,0.1023
"20220630_HIN001_075",0.06033,0.0523950738979841,0.0522,0.05221,0.05446
"20191209_LIP001_549",0.06034,0.0641666829055598,0.06397,0.06398,0.06797
"20220316_JSB001_1401",0.06034,0.0510165468561411,0.05082,0.05082,0.0457
"20220519_BTS001_053",0.06034,0.0555129713770811,0.05532,0.05532,0.04862
"20160928_SES001_058",0.06054,0.0667785388991324,0.06658,0.0666,0.06687
"20180117_WHS001_210",0.06054,0.0975816160508326,0.09739,0.0974,0.09535
"20140926_GDN001_176",0.06055,0.0494878291883807,0.04929,0.04929,0.04679
"20161130_MAY001_390",0.06055,0.10139638740293,0.1012,0.1012,0.1005
"20170411_JDF001_195",0.06055,0.101737959962209,0.1016,0.1016,0.09754
"20170823_JDF001_262",0.06055,0.101389188791786,0.1012,0.1012,0.09754
"20201001_DWD001_002",0.06069,0.0600087585233148,0.05981,0.05982,0.05994
"20220421_EWR001_049",0.06069,0.0603547856471719,0.06016,0.06017,0.05848
"20180823_MGY001_002",0.0607,0.0582807563115266,0.05808,0.05809,0.05884
"20191209_LIP001_534",0.0607,0.0534345218212794,0.05324,0.05325,0.04971
"20200326_GEC001_037",0.0607,0.1029341735994,0.1027,0.1027,0.1056
"20201210_TDV001_015",0.0607,0.102927201546387,0.1027,0.1027,0.09827
"20210311_MKR001_057",0.0607,0.102926461011683,0.1027,0.1027,0.1008
"20210819_KWB001_069",0.0607,0.10292589668594,0.1027,0.1027,0.09571
"20100101_RS54_A",0.0609,0.0581304309844727,0.05793,0.05795,0.06176
"20171101_GDN001_1334",0.0609,0.0989647348096343,0.09878,0.09879,0.09681
"20190117_WHS001_302",0.0609,0.0584792539064008,0.05828,0.05829,0.05811
"20160531_WTB001_013",0.06091,0.102427221428545,0.1022,0.1022,0.1016
"20161116_MCO001_002",0.06091,0.0581384240498076,0.05794,0.05795,0.05373
"20180803_CQT001_007",0.06091,0.102773011954425,0.1026,0.1026,0.1012
"20171024_EQR001_221",0.06093,0.0699247072011911,0.06973,0.06971,0.07089
"20190704_EEO001_047",0.06105,0.103265936579124,0.1031,0.1031,0.1048
"20200813_LFC001_011",0.06105,0.0520465160397585,0.05185,0.05186,0.04679
"20220209_CPS001_234",0.06105,0.102918863993534,0.1027,0.1027,0.1012
"20190905_JFI001_115",0.06106,0.103272604731537,0.1031,0.1031,0.1005
"20190905_JFI001_160",0.06106,0.062780948641456,0.06259,0.06259,0.06176
"20210422_BWS001_096",0.06106,0.0724669231398774,0.07227,0.07228,0.06505
"20150209_RTS001_072",0.06126,0.103459729245395,0.1033,0.1033,0.1052
"20160202_JSB001_834",0.06127,0.102426458653198,0.1022,0.1022,0.1048
"20160322_WDS001_017",0.06127,0.0705908496065782,0.0704,0.07041,0.07417
"20170306_MAY001_417",0.06127,0.103116843582164,0.1029,0.1029,0.09973
"20170919_JDF001_355",0.06127,0.102425288517113,0.1022,0.1022,0.1063
"20190117_WHS001_262",0.06127,0.0581377293868267,0.05794,0.05795,0.05774
"20190117_WHS001_307",0.06127,0.0564037328438666,0.05621,0.05622,0.05884
"20190321_CPS001_123",0.06127,0.042918704654447,0.04272,0.04272,0.0384
"20191209_LIP001_481",0.06142,0.0527464377782847,0.05255,0.05255,0.05336
"20191216_LIP001_637",0.06142,0.103615638940408,0.1034,0.1034,0.09863
"20220224_BWE001_013",0.06142,0.0638145195661873,0.06362,0.06363,0.0614
"20220324_TBS001_012",0.06142,0.0489339553949158,0.04874,0.04875,0.04862
"20220616_JAL001_009",0.06142,0.103617865640638,0.1034,0.1034,0.107
"20220707_CMR001_347",0.06142,0.103620531595749,0.1034,0.1034,0.09571
"20220707_CMR001_354",0.06142,0.0572454589470573,0.05705,0.05705,0.04789
"20200213_LLS001_023",0.06143,0.0787064666180002,0.07851,0.07852,0.08294
"20150813_SFI257",0.06162,0.102071141251383,0.1019,0.1019,0.09936
"20170222_MDS001_041",0.06162,0.0546642494171792,0.05447,0.05449,0.05738
"20141219_BAR001_065",0.06163,0.103116062902806,0.1029,0.1029,0.1019
"20141219_RNW001_010",0.06163,0.10380818952117,0.1036,0.1036,0.09717
"20141219_SEG001_109",0.06163,0.103812855479573,0.1036,0.1036,0.1012
"20150813_SFI011",0.06163,0.060899457443122,0.0607,0.06072,0.05555
"20160308_JSB001_1164",0.06163,0.102424586147681,0.1022,0.1022,0.1005
"20160405_JSB001_783_DUP",0.06163,0.103117335389211,0.1029,0.1029,0.1026
"20180529_JER001_027",0.06163,0.101043558444029,0.1009,0.1009,0.09936
"20180529_JER001_062",0.06163,0.0678222713665576,0.06763,0.06764,0.07016
"20181213_PCR001_006",0.06163,0.103811127659645,0.1036,0.1036,0.1059
"20150708_EEO001_017",0.06164,0.103813991776957,0.1036,0.1036,0.1063
"20170814_JDF001_208",0.06164,0.0619453640321246,0.06175,0.06175,0.05957
"20180221_CWN001_009",0.06164,0.0539905352023797,0.05379,0.05379,0.05446
"20210422_OCS001_438",0.06178,0.0617383309300996,0.06154,0.06155,0.05811
"20220707_CMR001_330",0.06179,0.103968647496742,0.1038,0.1038,0.09973
"20150318_WDS001_137",0.06199,0.1041552859994,0.104,0.104,0.1026
"20150813_SFI056",0.06199,0.0532846529546606,0.05309,0.0531,0.053
"20160829_WTD001_045",0.06199,0.0982673099104892,0.09808,0.09809,0.103
"20171101_GDN001_1341",0.06199,0.103465619620776,0.1033,0.1033,0.1045
"20190321_CPS001_127",0.06199,0.060554299592945,0.06036,0.06037,0.06067
"20160126_JSB001_818",0.062,0.0633308579621872,0.06314,0.06314,0.0603
"20160510_RTS001_009",0.062,0.10035675129253,0.1002,0.1002,0.09827
"20170517_MBI001_064",0.062,0.102776573353094,0.1026,0.1026,0.09754
"20190912_NWS001_490",0.06214,0.0600093804470035,0.05981,0.05982,0.05848
"20210408_OPS001_251",0.06215,0.103965080088698,0.1038,0.1038,0.1037
"20210527_BTS001_029",0.06215,0.0686629183832512,0.06847,0.06848,0.07162
"20190321_CPS001_128",0.06235,0.0674728904382353,0.06728,0.06729,0.06724
"20190321_JSB001_1535",0.06235,0.104497709088991,0.1043,0.1043,0.1019
"20141219_BES001_010",0.06236,0.051911318178144,0.05171,0.05172,0.04314
"20141219_BES001_014",0.06236,0.0605592516936152,0.06036,0.06037,0.06687
"20160322_WDS001_002",0.06236,0.0584842481339491,0.05829,0.05829,0.05665
"20160503_PKF001_009",0.06236,0.101735134893189,0.1015,0.1016,0.0979
"20160510_BDS001_167",0.06236,0.0993118467101073,0.09912,0.09913,0.1008
"20160216_W13",0.06244,0.101122936952079,0.1009,0.1009,0.09827
"20201217_JPD001_001",0.0625,0.104652002468218,0.1045,0.1045,0.1045
"20190801_JMJ001_003",0.06251,0.0617393183345574,0.06154,0.06155,0.05811
"20190822_BDS001_273",0.06251,0.104656993150639,0.1045,0.1045,0.1081
"20200917_BLS001_464",0.06251,0.104656110148218,0.1045,0.1045,0.1037
"20210107_KBR001_002",0.06251,0.0613932345118108,0.0612,0.06121,0.06651
"20210403_LET001_001",0.06251,0.104660783367371,0.1045,0.1045,0.1056
"20210701_LIP001_978",0.06251,0.0551697624124903,0.05497,0.05498,0.05227
"20220512_CMR001_287",0.06251,0.104657367905024,0.1045,0.1045,0.1019
"20180102_BDS001_219",0.06271,0.101731085334849,0.1015,0.1016,0.099
"20150618_BWS001_035",0.06272,0.0640191486827709,0.06382,0.06383,0.06432
"20151027_BDS001_017",0.06272,0.104156244669381,0.104,0.104,0.1012
"20160112_JSB001_755",0.06272,0.0605567559099315,0.06036,0.06037,0.0614
"20160503_CRF001_027",0.06272,0.0702501482619651,0.07006,0.07006,0.07746
"20170530_ATK001_047",0.06272,0.064018219195936,0.06382,0.06383,0.0676
"20170620_SIF001_178",0.06272,0.103122375597719,0.1029,0.1029,0.1037
"20171011_DRK001_362",0.06272,0.104158172476508,0.104,0.104,0.1056
"20191209_LIP001_415",0.06287,0.0596626305750829,0.05947,0.05948,0.05519
"20220209_CPS001_235",0.06287,0.104651158829129,0.1045,0.1045,0.1067
"20220310_LLS001_206",0.06287,0.0523991246069199,0.0522,0.05221,0.04825
"20220421_EWR001_047",0.06287,0.105000393395529,0.1048,0.1048,0.103
"20200910_AWN001_013",0.06288,0.0624384829939483,0.06224,0.06225,0.06541
"20160531_WTB001_029",0.06308,0.0622850014143549,0.06209,0.0621,0.06432
"20160829_SES001_017",0.06308,0.099307115724656,0.09912,0.09913,0.09754
"20161130_MAY001_398",0.06308,0.064365491154002,0.06417,0.06418,0.0603
"20190103_DOB001_092",0.06308,0.105192987405686,0.105,0.105,0.1034
"20190117_WHS001_309",0.06308,0.105196534562283,0.105,0.105,0.09863
"20170222_DRK001_327",0.06309,0.046378886261479,0.04618,0.04618,0.04132
"20191209_LIP001_456",0.06323,0.0627798602603158,0.06258,0.06259,0.06213
"20220526_GGR001_003",0.06323,0.105344217354973,0.1052,0.1052,0.1023
"20201210_MRG001_064",0.06324,0.105352244224298,0.1052,0.1052,0.1045
"20150318_HOL001_006",0.06344,0.10553889126174,0.1054,0.1054,0.1081
"20160726_MEF001_019",0.06344,0.0982727152715243,0.09808,0.09809,0.1001
"20170823_JSB001_1111",0.06344,0.105192310278379,0.105,0.105,0.103
"20160503_PKF001_020",0.06345,0.0692163537973431,0.06902,0.06902,0.07162
"20170530_ATK001_045",0.06345,0.104503589249836,0.1043,0.1043,0.1063
"20170919_JSB001_1317",0.06345,0.103466972300709,0.1033,0.1033,0.1067
"20180102_SAM001_070",0.06345,0.0622939096145348,0.0621,0.0621,0.05848
"20200702_DOB001_174",0.06359,0.105694970001853,0.1055,0.1055,0.1078
"20210426_LIP001_804",0.0636,0.0593225349543743,0.05913,0.05913,0.05482
"20220519_BTS001_044",0.0636,0.105694394779585,0.1055,0.1055,0.1001
"20171101_GDN001_1342",0.0638,0.104496444659592,0.1043,0.1043,0.1034
"20151027_BDS001_060",0.06381,0.0598659400879137,0.05967,0.05968,0.06286
"20160803_RJC001_051",0.06381,0.104162560865214,0.104,0.104,0.1147
"20161012_OAK001_139",0.06381,0.051218800354523,0.05102,0.05102,0.04716
"20200116_WHS001_342",0.06395,0.0600069313250807,0.05981,0.05982,0.05811
"20191107_GDN001_1089",0.06396,0.106039525898309,0.1059,0.1059,0.1008
"20200106_DOB001_137",0.06396,0.0513642438071724,0.05117,0.05117,0.05263
"20141007_KWB001_013",0.06416,0.106226955685425,0.106,0.1061,0.1125
"20170306_WHS001_150",0.06416,0.105537024195948,0.1054,0.1054,0.1052
"20170823_CPS001_038",0.06416,0.105539354581612,0.1054,0.1054,0.1016
"20170801_OCS001_017",0.06417,0.102775977210123,0.1026,0.1026,0.1045
"20171101_GDN001_1325",0.06417,0.105887500698212,0.1057,0.1057,0.1023
"20190307_JSB001_1495",0.06417,0.106230523907257,0.106,0.1061,0.1118
"20180102_SAM001_069",0.06418,0.0522629852941348,0.05207,0.05206,0.0457
"20191216_LIP001_674",0.06431,0.106382916068362,0.1062,0.1062,0.1045
"20200903_JSB001_1590",0.06432,0.106391421442294,0.1062,0.1062,0.11
"20220316_HIN001_009",0.06432,0.106390529893139,0.1062,0.1062,0.1041
"20141007_KWB001_008",0.06452,0.0716243825785253,0.07143,0.07144,0.07746
"20150318_CRF001_045",0.06453,0.0588271850857957,0.05863,0.05864,0.05628
"20160913_OTI001_022",0.06453,0.102422661908844,0.1022,0.1022,0.09936
"20171011_DRK001_369",0.06453,0.0740537791952957,0.07386,0.07387,0.07673
"20180913_JJA001_006",0.06453,0.106580821424616,0.1064,0.1064,0.1063
"20180927_JFI001_041",0.06453,0.0709339112245161,0.07074,0.07075,0.07016
"20190117_WHS001_292",0.06453,0.106572913457606,0.1064,0.1064,0.1121
"20180529_EQR001_352",0.06458,0.0626854265622569,0.06249,0.06245,0.06541
"20191209_LIP001_547",0.06468,0.063470466552686,0.06328,0.06328,0.06067
"20200917_BLS001_447",0.06468,0.106727330157818,0.1065,0.1066,0.1037
"20220324_WHS001_126",0.06468,0.106730568147132,0.1065,0.1066,0.1016
"20220331_LIP001_1058",0.06468,0.106736603467469,0.1066,0.1066,0.09936
"20201001_DWD001_003",0.06469,0.056901504264084,0.0567,0.05671,0.05446
"20141007_SIF001_115",0.06489,0.106922591365739,0.1067,0.1067,0.103
"20160112_JSB001_518",0.06489,0.0757816539523729,0.07559,0.0756,0.07344
"20160329_JSB001_787",0.06489,0.0657463565589327,0.06555,0.06556,0.06213
"20170214_FHG001_021",0.06489,0.106917233364059,0.1067,0.1067,0.1078
"20170710_DAY001_894",0.06489,0.0612449226932614,0.06105,0.06106,0.06213
"20171212_POS001_062",0.06489,0.0602134494556063,0.06002,0.06002,0.05774
"20181213_PCR001_003",0.06489,0.106922178454299,0.1067,0.1067,0.1005
"20151110_MJR001_043",0.0649,0.0584869038549985,0.05829,0.05829,0.05701
"20170306_MAY001_441",0.0649,0.0661002522991551,0.06591,0.06591,0.0676
"20180529_EQR001_493",0.06492,0.0996809033420749,0.09949,0.09948,0.09535
"20160405_UCD001_046",0.06497,0.10561182747945,0.1054,0.1054,0.1085
"20210701_LIP001_962",0.06504,0.107078391277397,0.1069,0.1069,0.1034
"20220512_CMR001_311",0.06504,0.10707857071684,0.1069,0.1069,0.1012
"20220519_DWD001_009",0.06505,0.0582809299813538,0.05808,0.05809,0.05738
"20141111_JSB001_836",0.06525,0.0698979651703766,0.0697,0.06971,0.06943
"20150126_YOR001_008",0.06525,0.107268772989951,0.1071,0.1071,0.1034
"20170912_JDF001_323",0.06525,0.103461948252391,0.1033,0.1033,0.1045
"20170912_JDF001_333",0.06525,0.0619402493110222,0.06174,0.06175,0.06395
"20171011_DRK001_353",0.06525,0.0615896683850291,0.06139,0.06141,0.06541
"20160426_SIF001_103",0.06526,0.0532997226389652,0.0531,0.0531,0.05482
"20161101_RBS001_008",0.06526,0.10311881412686,0.1029,0.1029,0.1034
"20161219_PLB001_005",0.06526,0.057449390069472,0.05725,0.05725,0.05884
"20180207_SAM001_079",0.06526,0.0667899681398557,0.0666,0.0666,0.06286
"20161130_JSB001_1265",0.06527,0.105555555455797,0.1054,0.1054,0.1008
"20180509_OCS001_103",0.06541,0.0627846986736997,0.06259,0.06259,0.05848
"20191209_BDS001_283",0.06541,0.0579339492584392,0.05774,0.05775,0.05665
"20191209_LIP001_603",0.06541,0.107424672279965,0.1072,0.1072,0.1052
"20200305_EWR001_017",0.06541,0.107424045230535,0.1072,0.1072,0.1034
"20200305_EWR001_039",0.06541,0.107429096741528,0.1072,0.1072,0.1052
"20160202_JSB001_933",0.0656,0.107259760920037,0.1071,0.1071,0.1048
"20150708_WTS001_006",0.06561,0.0581328904123652,0.05794,0.05795,0.05701
"20140926_GDN001_075",0.06562,0.107621205652218,0.1074,0.1074,0.1103
"20150505_BWS001_032",0.06562,0.106927970547758,0.1067,0.1067,0.1019
"20150929_EEO001_021",0.06562,0.10243091247038,0.1022,0.1022,0.1026
"20151221_DAR001_021",0.06562,0.0754437183716655,0.07525,0.07525,0.07052
"20160202_JSB001_906",0.06562,0.106576757691255,0.1064,0.1064,0.1016
"20170411_MAY001_498",0.06562,0.0619486172088946,0.06175,0.06175,0.05848
"20171011_JSB001_1236",0.06562,0.0522582397249415,0.05206,0.05206,0.05373
"20171120_MKR001_077",0.06562,0.105537966666232,0.1054,0.1054,0.1019
"20160517_RTP001_005",0.06563,0.104510649649814,0.1043,0.1043,0.1016
"20180111_BAH001_058",0.06577,0.0620868046428358,0.06189,0.0619,0.05738
"20200709_BDS001_328",0.06577,0.0690063733349654,0.06881,0.06882,0.06906
"20180727_BDS001_261",0.06597,0.107612781559773,0.1074,0.1074,0.11
"20141029_JSB065",0.06598,0.0657489580287166,0.06555,0.06556,0.06724
"20170517_MAY001_513",0.06598,0.107614105445839,0.1074,0.1074,0.1067
"20170814_JDF001_250",0.06598,0.107964127304574,0.1078,0.1078,0.107
"20170919_DUN001_105",0.06598,0.0598698242059334,0.05967,0.05968,0.05811
"20171212_WHS001_107",0.06598,0.0567489578542908,0.05655,0.05656,0.05373
"20180509_HWS001_097",0.06613,0.108117404502585,0.1079,0.1079,0.1026
"20191128_JSB001_1789",0.06613,0.108120682907521,0.1079,0.1079,0.1067
"20191209_JSB001_1629",0.06613,0.108119248896908,0.1079,0.1079,0.107
"20211104_HDW001_116",0.06613,0.0620847450697691,0.06189,0.0619,0.05555
"20200506_WDS001_154",0.06614,0.108124352346739,0.1079,0.1079,0.1063
"20141219_RNS001_002",0.06634,0.108310496499257,0.1081,0.1081,0.1045
"20150723_SHS001_001_B10",0.06634,0.0539798658302158,0.05378,0.05379,0.05555
"20160308_LIP001_014",0.06634,0.0705945707664894,0.0704,0.07041,0.0676
"20160822_GDN001_1231",0.06634,0.0737035993678572,0.07351,0.07352,0.07125
"20170814_JDF001_252",0.06634,0.077861063743941,0.07767,0.07767,0.07235
"20141219_SEG001_104",0.06635,0.108312868602455,0.1081,0.1081,0.111
"20191003_DOB001_107",0.06649,0.108462046736633,0.1083,0.1083,0.1089
"20200709_BDS001_321",0.06649,0.108462997433792,0.1083,0.1083,0.1078
"20220303_GDA001_030",0.06649,0.060353473315968,0.06016,0.06017,0.06103
"20210211_AFS001_036",0.0665,0.0613982435702821,0.0612,0.06121,0.06103
"20211216_LLS001_191",0.0665,0.108464632878793,0.1083,0.1083,0.1092
"20160223_ENS001_053",0.0667,0.052944271542377,0.05275,0.05276,0.0519
"20160928_TAR001_013",0.0667,0.0615969764747855,0.0614,0.06141,0.06103
"20170404_MEF001_027",0.0667,0.0667852631556546,0.06659,0.0666,0.06322
"20200521_KWB001_055",0.06685,0.108806463882999,0.1086,0.1086,0.1081
"20211216_LLS001_193",0.06685,0.0665788640353363,0.06638,0.0664,0.06322
"20210701_LIP001_927",0.06686,0.0697060810562611,0.06951,0.06952,0.07235
"20140926_GDN001_242",0.06706,0.0643612719168616,0.06417,0.06418,0.06578
"20180927_JFI001_046",0.06706,0.0664371153547601,0.06624,0.06625,0.05628
"20160314_LIP001_238",0.06707,0.0667916840927057,0.0666,0.0666,0.05921
"20170919_BWE001_139",0.06707,0.0692125908980153,0.06902,0.06902,0.06979
"20190801_MID001_092",0.06722,0.0638185503504504,0.06362,0.06363,0.06541
"20191209_JSB001_1630",0.06722,0.0648550767760782,0.06466,0.06467,0.06432
"20200116_WHS001_325",0.06722,0.109150968572721,0.109,0.109,0.1074
"20200528_NSB001_001",0.06722,0.10915403722537,0.109,0.109,0.1103
"20200611_GDN001_460",0.06722,0.0690088691179217,0.06881,0.06882,0.06614
"20200709_BDS001_325",0.06722,0.0676265788876794,0.06743,0.06744,0.07089
"20220224_GDU001_248",0.06722,0.0703975453329535,0.0702,0.07021,0.0614
"20220721_BDS001_382",0.06722,0.0600096561200807,0.05981,0.05982,0.05482
"20160829_SES001_004",0.06742,0.0615920215119338,0.0614,0.06141,0.06432
"20141219_BAR001_060",0.06743,0.109346701062725,0.1092,0.1092,0.1059
"20160517_SET001_009",0.06743,0.103471350973005,0.1033,0.1033,0.1012
"20160712_MAY001_218",0.06743,0.104850492293773,0.1047,0.1047,0.1085
"20160928_SES001_057",0.06743,0.106923803115088,0.1067,0.1067,0.1114
"20200116_WHS001_335",0.06757,0.109494451353642,0.1093,0.1093,0.1114
"20200213_LLS001_040",0.06758,0.0662403283716159,0.06605,0.06605,0.06213
"20200611_LLS001_057",0.06758,0.109501329640605,0.1093,0.1093,0.111
"20201001_DWD001_005",0.06758,0.0603577424905445,0.06016,0.06017,0.0614
"20201008_LLS001_101",0.06758,0.0603566515634032,0.06016,0.06017,0.0603
"20210211_JSB001_1701",0.06758,0.0600135567203926,0.05982,0.05982,0.06578
"20150325_GGI001_055",0.06779,0.109688660679694,0.1095,0.1095,0.1092
"20151027_BDS001_078",0.06779,0.0622878152747325,0.06209,0.0621,0.06213
"20200213_LLS001_019",0.06794,0.0652031154223196,0.06501,0.06502,0.0676
"20200625_MRG001_005",0.06795,0.109851186408941,0.1097,0.1097,0.1081
"20201217_OAK001_191",0.06795,0.0530956690370421,0.0529,0.0529,0.05373
"20150813_SFI196",0.06815,0.105540471440824,0.1054,0.1054,0.1063
"20151027_BDS001_019",0.06815,0.0757775285994601,0.07558,0.0756,0.07198
"20160105_CHC001_020",0.06815,0.108997258813191,0.1088,0.1088,0.1056
"20160223_ENS001_052",0.06815,0.0602108455126436,0.06001,0.06002,0.0614
"20161012_GDN001_460",0.06815,0.0688624497292693,0.06867,0.06868,0.0676
"20161130_MAY001_394",0.06815,0.106926027070251,0.1067,0.1067,0.1063
"20170306_DOB001_035",0.06815,0.0560609417405017,0.05586,0.05587,0.0603
"20170912_JDF001_297",0.06815,0.108652269691328,0.1085,0.1085,0.1045
"20190416_GDI001_010",0.06815,0.110034161129271,0.1098,0.1099,0.1096
"20141205_DAR001_015",0.06816,0.0591786019862452,0.05898,0.05898,0.05848
"20160510_LWP001_007",0.06816,0.0705992736601588,0.07041,0.07041,0.07162
"20161130_JSB001_1254",0.06816,0.053649314821971,0.05345,0.05345,0.05409
"20171120_EQR001_233",0.06818,0.069233700161876,0.06904,0.06902,0.07417
"20190905_JFI001_105",0.0683,0.110185874755155,0.11,0.11,0.1045
"20220324_ENS001_069",0.0683,0.110192221416568,0.11,0.11,0.1056
"20191209_BDS001_289",0.06831,0.0627819175247835,0.06259,0.06259,0.06176
"20200305_EWR001_026",0.06831,0.110192694035252,0.11,0.11,0.1034
"20200305_LIP001_723",0.06831,0.110192304683626,0.11,0.11,0.107
"20170306_MAY001_418",0.06851,0.109691409805283,0.1095,0.1095,0.1107
"20170912_GDN001_1267",0.06851,0.109688452063204,0.1095,0.1095,0.1096
"20161130_MAY001_406",0.06852,0.109697604974308,0.1095,0.1095,0.11
"20170214_CUM001_044",0.06852,0.109345798362503,0.1092,0.1092,0.1125
"20170214_FHG001_009",0.06852,0.0640222199898586,0.06383,0.06383,0.06651
"20170222_MDS001_016",0.06852,0.109692184479067,0.1095,0.1095,0.1067
"20161130_JSB001_1257",0.06853,0.0816746786908574,0.08148,0.08148,0.07928
"20200130_CPS001_163",0.06866,0.110535544790034,0.1104,0.1104,0.111
"20210222_JSB001_1732",0.06866,0.073502919252554,0.07331,0.07332,0.06979
"20190815_GDN001_945",0.06867,0.110540088340275,0.1104,0.1104,0.1121
"20191216_LIP001_670",0.06867,0.110541825094187,0.1104,0.1104,0.1096
"20200305_LIP001_692",0.06867,0.110196345340071,0.11,0.11,0.1136
"20200213_LLS001_041",0.06868,0.110546420731509,0.1104,0.1104,0.1085
"20150209_ELI001_098",0.06887,0.0795857962408004,0.07939,0.0794,0.07819
"20151027_BDS001_071",0.06887,0.0629750903084716,0.06278,0.06279,0.06067
"20151229_DUN001_033",0.06887,0.0695504277749035,0.06936,0.06937,0.06906
"20160419_WHS001_050",0.06887,0.0608948533254479,0.0607,0.06072,0.05774
"20141209_EPH001_007",0.06888,0.0723205692377033,0.07213,0.07214,0.07381
"20150105_SET001_009",0.06888,0.110389572823619,0.1102,0.1102,0.1059
"20150318_WDS001_133",0.06888,0.110730440262386,0.1105,0.1106,0.1085
"20210211_AQF001_024",0.06903,0.110542596152708,0.1104,0.1104,0.111
"20190926_FEH001_003",0.06904,0.0780123579188292,0.07782,0.07782,0.07454
"20151027_BDS001_030",0.06924,0.0636713731436821,0.06348,0.06348,0.05774
"20160817_GDN001_1120",0.06924,0.106924053403481,0.1067,0.1067,0.1096
"20170801_KLA001_243",0.06924,0.0750926552273398,0.0749,0.0749,0.07271
"20160524_BWS001_047",0.06925,0.0799395487817508,0.07975,0.07975,0.076
"20201001_LIP001_840",0.06939,0.111233340889909,0.111,0.1111,0.1129
"20210426_LIP001_840",0.06939,0.110886870301202,0.1107,0.1107,0.111
"20220421_FRG001_012",0.06939,0.0596636279040301,0.05947,0.05948,0.05263
"20141224_DAY001_664",0.0696,0.111421329419329,0.1112,0.1112,0.1063
"20160419_WHS001_041",0.0696,0.0681717620817036,0.06798,0.06798,0.06724
"20160503_PKF001_024",0.0696,0.0702473965814249,0.07005,0.07006,0.0687
"20180117_WHS001_187",0.0696,0.107271843077744,0.1071,0.1071,0.1074
"20180418_MSY001_003",0.0696,0.0692018485167725,0.06901,0.06902,0.06687
"20190321_CPS001_126",0.0696,0.111417089902917,0.1112,0.1112,0.1118
"20220303_GDA001_039",0.06975,0.111231806400311,0.111,0.1111,0.1096
"20220413_OPS001_287",0.06975,0.0641621527872816,0.06397,0.06398,0.06286
"20140926_RJC001_034",0.06996,0.0723188573657344,0.07213,0.07214,0.06541
"20141029_HAN011",0.06996,0.111765252909887,0.1116,0.1116,0.1067
"20150216_GGI001_001",0.06996,0.111766298422141,0.1116,0.1116,0.118
"20170823_CPS001_040",0.06996,0.0612431034663886,0.06105,0.06106,0.05884
"20160913_WKS001_215",0.06997,0.11107774838882,0.1109,0.1109,0.1158
"20180509_HWS001_098",0.07012,0.111923221999566,0.1117,0.1117,0.1103
"20210923_SYW001_008",0.07012,0.111923402176266,0.1117,0.1117,0.1154
"20160112_JSB001_380",0.07032,0.0705883596849761,0.07039,0.07041,0.07089
"20170823_JSB001_1123",0.07032,0.0698969446324626,0.0697,0.06971,0.07089
"20160510_LWP001_006",0.07033,0.0660948927552917,0.0659,0.06591,0.06724
"20160517_RPC001_004",0.07033,0.0660954976748376,0.0659,0.06591,0.06578
"20161116_JSB001_1205",0.07033,0.0636755107836799,0.06348,0.06348,0.07052
"20181213_CUR001_004",0.07033,0.0591754515526155,0.05898,0.05898,0.05848
"20160706_MAY001_129",0.07034,0.109356869219183,0.1092,0.1092,0.1048
"20190606_DOB001_099",0.07048,0.0662384799430021,0.06604,0.06605,0.06943
"20210909_LTP001_001",0.07048,0.0717749212021217,0.07158,0.07159,0.07235
"20150210_WNF001_071",0.07068,0.112455622503464,0.1123,0.1123,0.1176
"20170823_CPS001_039",0.07068,0.0647049623313378,0.06451,0.06452,0.05884
"20190307_JSB001_1511",0.07068,0.112453715888962,0.1123,0.1123,0.1092
"20150325_GGI001_053",0.07069,0.112459060879118,0.1123,0.1123,0.1089
"20151221_DAR001_026",0.07069,0.063670243775598,0.06347,0.06348,0.0676
"20160609_MAY001_038",0.07069,0.111764447614239,0.1116,0.1116,0.1191
"20161130_JSB001_1255",0.07069,0.111422287373405,0.1112,0.1112,0.1132
"20170404_MAY001_447",0.07069,0.0702467714503025,0.07005,0.07006,0.07344
"20180418_GSE001_003",0.07069,0.112459850118466,0.1123,0.1123,0.1092
"20180913_JJA001_007",0.07069,0.112458672575515,0.1123,0.1123,0.1089
"20210211_AQF001_027",0.07084,0.112271993034438,0.1121,0.1121,0.1056
"20210225_JSB001_1697",0.07084,0.0811218805459632,0.08093,0.08094,0.07563
"20220331_LIP001_1062",0.07084,0.112618982801356,0.1124,0.1124,0.1107
"20220519_BTS001_054",0.07084,0.112616909197336,0.1124,0.1124,0.1085
"20160308_LIP001_198",0.07105,0.0581336287172335,0.05794,0.05795,0.05336
"20170620_JER001_003",0.07105,0.11141968348495,0.1112,0.1112,0.1143
"20180727_BDS001_234",0.07105,0.112801107832179,0.1126,0.1126,0.1096
"20190117_WHS001_296",0.07105,0.0678258000279726,0.06763,0.06764,0.06724
"20190321_CPS001_132",0.07105,0.112805174308995,0.1126,0.1126,0.1089
"20190124_DRK001_465",0.07106,0.0678306232217967,0.06764,0.06764,0.06797
"20160216_Z37",0.07114,0.109426450648591,0.1092,0.1092,0.103
